block_id, block_hash, block_timestamp, difficulty, transaction_hash, transaction_timestamp, sender, receiver, amount, tax
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0x838d179a58aaa73127bffb480b49e3d286eb7b73b8149f632e1e9f05042ed27f, 2017-12-13 23:19:28, 0x03c81b5807b7a11f3be3d364d14dfb7dd818c972, 0x1a0b09c4caaba8a5da6ca6c26a3fcc16e05d24d8, 37.142631825483598, 0.00 067221
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0x7c9420981d43c0f82fd599f74084be24312951697146bd53ecbb6a82d68dd020, 2017-12-13 23:19:28, 0x997be499d1ac9ca83f1226671f803b52baa5f5a7, 0x857213ba5c4e5da9c8b40a49813c04b316340c3e, 32.460692869563598, 0.00067221
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0xd555b053215a564ad384f5732869f48d6cf00e06c0bb0a616f531c4f05a483b3, 2017-12-13 23:19:28, 0xc0346cec6dff8d928429c054dbc46852b1dccd0e, CryptoKitties: Core, 0.008, 0.00199962
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0xe0e31361c605e290ea9d3dcdb9621f51d536852b2acd44207cd4b419533dc980, 2017-12-13 23:19:28, 0xfd7fbb789e50b50d8c7851c9ad29e5bb93507a95, CryptoKitties: Siring Auction, 0, 0.00109667
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0xc82755e8254906a6125465e98a68dbbf16630e94bedde62aad78aea848d71569, 2017-12-13 23:19:28, 0xc4934f0ed3811c26edd0db6d37f464d090c2d58a, CryptoKitties: Sales Auction, 0.2, 0.0010468
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0x7f1e47d5d903c6b89dfeccb4f1e678555d633a549271e6277e6e369d06ee17dc, 2017-12-13 23:19:28, 0xc847559681f261b9c1481df5ff4f4ae014317da0, EtherDelta 2, 0, 0.00148545
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0xa28675388ce72c51e132e92e2b9e21427b7528ed4933f21ec360c2fa6aaacd1c, 2017-12-13 23:19:28, 0x5d5adbef6905808e776215bcee233ffd9f724ee2, CryptoKitties: Core, 0.056555909188368, 0.00289825
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0x3d2410bca59ed9037a48e87a46eca48cd215a999c0056fdd8b0a8055dc4a1382, 2017-12-13 23:19:28, 0x774fd7195512dfcc79a24127f7f44922fc118048, CryptoKitties: Sales Auction, 0.006994999087615, 0.0015127
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0x2e2996746a41b75c08f286033cefce6b012356edeb19db59f2e1e8fc95e4ac54, 2017-12-13 23:19:28, 0xb076183d554ed2fe83c9ee6484f6fcdea2ff4410, EtherDelta 2, 0, 0.0005757
4728042, 0x2ab52915da4a7bece7fe897c5e9cf0d93a40f42c02e4170438975e8f6205728f, 2017-12-14 06:51:19, 1637664087773349, 0x7dd327b0837cbdb696c4e85176343587557df99bd2e4fb2e6ad5600da125bd5e, 2017-12-13 23:19:28, 0xc27b4e79c3d49adea10d0987baa102baa5c41994, CryptoKitties: Sales Auction, 0.019980346208333, 0.0011377
